,BT084,DMB006,DMB012,MB002,MB511H,MED1712FH,RCMB28,RCMB32,RCMB38,RCMB40,RCMB45,RCMB51
ENSG00000278640.1,0,0,0,0,0,0,0,11,0,0,0,12
ENSG00000173467.8,3,0,0,0,0,0,0,5,5,0,0,3
ENSG00000065150.18,17695,8474,8108,41126,43915,21439,9713,9721,4429,34642,5428,15711
ENSG00000089101.17,447,210,84,26,94,545,559,407,184,54,17,51
ENSG00000230186.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258499.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267323.1,1,0,0,0,0,0,0,9,0,0,0,6
ENSG00000151748.14,1229,769,431,2592,1368,2436,1287,799,676,934,420,1464
ENSG00000203867.7,378,22,11,128,68,286,18,107,44,172,53,214
ENSG00000255093.2,0,0,0,0,0,0,0,6,3,0,0,2
ENSG00000208037.1,4,1,3,28,28,3,8,0,1,6,1,4
ENSG00000200795.1,1741,5181,2997,14436,16133,26017,4093,1651,5524,24503,1874,10294
ENSG00000116824.4,0,0,0,0,0,0,14,0,0,0,0,0
ENSG00000248591.1,3,0,0,0,0,0,0,3,4,0,2,2
ENSG00000270104.1,0,5,5,11,0,5,0,5,0,0,2,0
ENSG00000237090.1,7,0,0,9,0,3,0,19,0,0,5,3
ENSG00000242251.3,16,12,5,19,9,13,10,4,15,0,5,11
ENSG00000278530.4,7,92,5,0,0,0,0,22,17,0,9,10
ENSG00000060971.17,188,1056,480,1524,1241,1289,699,552,366,1095,427,952
ENSG00000260796.1,31,25,8,13,22,12,21,25,9,12,8,20
ENSG00000261886.1,0,6,0,13,0,0,4,0,0,5,2,0
ENSG00000275302.1,3,0,3,0,0,0,105,13,5,0,2,5
ENSG00000253102.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252553.1,2,0,0,0,0,0,0,6,2,0,5,2
ENSG00000130340.15,1215,817,760,2482,5201,2739,1325,832,1452,2181,710,1776
ENSG00000118640.10,15,7,3,0,0,16,42,13,0,5,10,11
ENSG00000271976.1,171,716,325,274,439,528,531,346,345,349,396,289
ENSG00000253083.1,2,0,1,0,2,0,0,0,0,0,0,0
ENSG00000244286.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000102471.13,3308,496,806,903,2173,1456,929,1464,385,1372,417,1498
ENSG00000235989.3,16,184,31,5,61,11,71,56,51,54,73,101
ENSG00000135164.18,8473,8277,10083,5102,7922,9083,8820,6082,8867,5203,6334,10846
ENSG00000143457.10,1643,959,550,1428,1390,2727,854,535,355,1014,1109,1349
ENSG00000206113.10,10,0,0,0,0,0,9,12,11,0,0,15
ENSG00000140598.13,1902,1690,1247,3171,3963,6033,2087,1322,901,2569,1412,2333
ENSG00000267685.2,2,0,0,0,0,0,0,6,4,0,3,5
ENSG00000236072.1,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000235808.1,33,7,90,26,17,59,5,21,28,49,113,47
ENSG00000188064.9,155,0,28,0,0,0,20,47,6,2,15,14
ENSG00000105559.11,56,0,0,6,11,1595,261,99,33,14,15,35
ENSG00000261421.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275485.1,12,37,7,17,44,7,14,11,28,8,9,23
ENSG00000256704.3,3,1,4,5,4,2,2,9,3,1,0,2
ENSG00000012779.10,0,35,0,0,0,0,9,7,0,0,0,0
ENSG00000213210.4,3,0,2,3,2,7,0,4,5,2,6,3
ENSG00000214282.3,0,0,0,0,0,0,0,9,3,0,3,0
ENSG00000144481.16,38,8,7,0,0,1233,268,42,18,0,19,25
ENSG00000241316.6,39,55,47,38,26,206,158,52,48,18,59,153
ENSG00000253093.1,0,2,0,3,6,0,0,0,3,0,0,0
ENSG00000260310.1,3,2,0,4,9,0,0,3,8,0,1,7
ENSG00000114391.12,27597,10015,8718,63616,90226,36469,21616,15932,3681,35032,8505,18723
ENSG00000226054.2,193,323,276,420,564,777,564,187,167,390,281,422
ENSG00000274777.1,0,0,1,0,2,1,1,1,2,2,2,2
ENSG00000173706.12,3902,968,203,372,524,2613,1705,159,209,85,65,500
ENSG00000000419.12,2009,1045,551,3435,3265,4156,1166,1048,801,1945,813,1902
ENSG00000261402.1,40,298,39,33,27,15,35,130,300,21,37,62
ENSG00000158813.17,214,99,80,860,3209,362,319,72,56,1584,594,328
ENSG00000229465.1,0,64,0,4,118,139,1,21,0,5,4,4
ENSG00000213431.4,16,0,0,7,5,2,1,7,9,0,10,0
ENSG00000182310.14,265,535,93,0,243,175,230,170,139,160,89,1009
ENSG00000264943.1,11,37,7,9,2,28,6,1,38,50,17,8
ENSG00000250483.1,4,0,0,5,2,1,1,10,5,0,2,14
ENSG00000277258.4,471,376,211,196,286,393,373,147,820,459,239,231
ENSG00000274767.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123965.13,19,58,52,52,52,57,56,26,53,47,20,67
ENSG00000134575.9,575,925,479,768,1149,2040,887,531,487,768,423,1541
ENSG00000270629.5,515,1042,191,102,25,505,1006,366,70,62,44,1444
ENSG00000185024.16,1871,3821,1607,4234,3214,4547,2857,1143,1930,2830,1171,2999
ENSG00000102931.7,1570,2600,1662,2536,3250,8561,1657,1469,1630,2814,1941,710
ENSG00000272703.1,1,0,0,0,0,0,0,4,0,0,0,0
ENSG00000213373.7,12,0,0,0,0,3,0,8,2,0,0,4
ENSG00000258627.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238150.1,2,2,13,3,7,5,1,5,6,4,9,2
ENSG00000198414.5,0,0,0,0,0,0,0,11,2,0,7,5
ENSG00000264370.1,2,0,1,3,9,15,3,4,3,0,3,2
ENSG00000274064.1,3,0,1,0,0,0,0,7,0,0,0,5
ENSG00000253134.1,0,642,0,0,0,0,0,4,0,12,7,0
ENSG00000252228.1,0,0,0,0,0,0,0,2,1,0,0,1
ENSG00000119514.6,122,23,195,107,295,1090,1291,235,16,489,16,1778
ENSG00000223208.1,4,0,1,1,1,1,0,0,2,0,2,0
ENSG00000163202.4,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000275024.1,0,0,0,1,0,0,0,0,3,0,0,6
ENSG00000235245.1,19,123,27,54,62,86,39,25,29,49,17,70
ENSG00000159961.2,1,0,9,1,4,0,0,2,2,0,10,4
ENSG00000240791.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121634.5,17,0,0,0,3,0,0,18,6,0,3,27
ENSG00000182600.9,23,144,52,171,427,83,137,51,31,200,26,53
ENSG00000275611.1,9,2,0,0,0,0,0,2,0,25,2,0
ENSG00000237531.6_PAR_Y,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255241.1,2,0,0,0,0,0,0,0,1,0,0,1
ENSG00000250842.1,13,0,0,0,0,0,9,10,0,0,0,0
ENSG00000235146.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218350.1,142,88,36,422,419,205,83,66,43,131,70,258
ENSG00000283517.1,0,0,0,0,0,0,0,0,7,0,0,0
ENSG00000217950.4,80,39,37,208,196,104,52,59,47,148,33,69
ENSG00000168505.6,60,0,128,5,0,0,7,108,0,0,3,11
ENSG00000111728.10,888,597,638,222,6220,3497,6155,1413,982,2457,421,162
ENSG00000236885.1,0,0,0,0,0,0,0,0,0,0,0,7
ENSG00000266602.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000200855.1,7,7,6,12,2,3,1,3,2,14,3,4
ENSG00000104081.13,576,354,272,189,7518,1186,286,601,391,1301,1341,2520
ENSG00000274056.1,1,0,0,0,0,0,0,1,0,2,0,0
ENSG00000106069.22,197,3333,160,2230,7044,6850,275,322,5884,2635,1492,10044
ENSG00000169006.6,0,24,2,0,0,0,3,8,21,60,1,0
ENSG00000224722.3,24,19,34,55,1006,53,59,49,17,28,26,28
ENSG00000232721.2,9,16,0,0,0,0,0,24,6,0,14,46
ENSG00000272321.1,36,11,52,135,234,0,21,69,23,27,470,196
ENSG00000213716.3,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000263884.1,17,86,22,77,158,52,111,34,35,62,15,74
ENSG00000215991.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000249162.1,14,0,0,3,0,0,0,17,7,0,5,12
ENSG00000070501.11,890,1420,1231,2791,4338,5933,4833,894,876,1725,1376,2998
ENSG00000230176.2,10,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255528.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276742.1,17,51,34,3,5,0,26,11,14,11,15,13
ENSG00000226400.2,5,2,0,5,11,7,4,7,5,9,8,18
ENSG00000241985.1,36,0,2,13,0,17,13,21,0,0,0,0
ENSG00000228064.1,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000120733.13,7720,11378,5229,10215,12979,18052,10396,6768,6712,9546,6842,11287
ENSG00000235830.1,0,0,0,0,0,0,0,0,0,0,0,11
ENSG00000272931.1,52,38,20,133,118,110,55,45,27,72,20,115
ENSG00000151465.13,2530,1724,1299,8415,6241,5843,1645,1105,839,3670,1164,1703
ENSG00000103145.10,140,209,195,232,643,461,758,125,161,203,207,283
ENSG00000265240.1,2,0,3,0,0,0,0,0,0,0,3,7
ENSG00000225851.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221300.1,0,0,0,0,0,0,0,2,1,0,0,1
ENSG00000249145.2,0,0,0,0,0,0,0,2,0,0,0,3
ENSG00000253908.1,5,3,0,0,0,0,3,5,3,0,0,10
ENSG00000101605.12,35,199,72,17,70,31,119,24,175,174,62,64
ENSG00000244537.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283251.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134207.15,7,642,386,962,9530,11,863,333,1724,11209,1739,5295
ENSG00000237490.3,2,0,0,0,0,0,0,2,0,0,0,0
ENSG00000233449.1,3,2,0,0,0,0,0,4,4,0,5,17
ENSG00000236238.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250874.1,4,0,1,0,1,0,1,12,2,0,0,414
ENSG00000228125.2,0,8,2,1,1,7,1,0,5,5,4,4
ENSG00000235993.1,0,5,1,13,1,1,3,3,0,3,1,0
ENSG00000257851.2,84,23,17,31,39,39,19,117,62,31,41,89
ENSG00000171084.15,84,38,7,259,223,197,61,36,17,5,29,151
ENSG00000266173.6,1507,3432,689,3390,1900,3781,1947,936,2117,2419,955,1223
ENSG00000267627.5,0,0,0,0,0,0,0,5,10,0,0,4
ENSG00000127124.15,402,519,880,508,230,2024,2267,316,1018,249,511,90
ENSG00000250490.1,53,57,14,0,0,7,0,19,64,7,26,11
ENSG00000261888.1,2,194,0,5,0,0,39,15,193,0,75,29
ENSG00000231384.1,6,0,7,0,0,0,0,9,0,3,2,15
ENSG00000187730.8,22,33,19,13,4,3,1541,243,204,16,16,2422
ENSG00000271198.1,14,30,36,59,131,70,21,35,20,44,33,68
ENSG00000259664.2,4,0,0,0,0,8,3,9,0,0,0,7
ENSG00000095370.19,166,213,816,38,445,265,1344,96,197,184,183,32
ENSG00000275866.1,1,0,0,0,0,0,0,2,0,0,0,0
ENSG00000212610.2,5,0,0,0,0,0,0,2,0,0,0,0
ENSG00000111052.7,683,238,683,1499,660,279,734,468,439,90,1026,2379
ENSG00000172771.11,101,447,4,12,4,19,45,89,17,8,48,82
ENSG00000125779.22,632,2076,825,4107,4086,3642,2410,1016,1113,2157,928,1823
ENSG00000229607.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000225972.1,127,133,73,191,342,101,175,199,68,114,49,217
ENSG00000100453.12,0,0,0,0,0,0,2,14,0,0,0,5
ENSG00000163581.13,11,0,0,0,0,0,0,10,0,0,10,7
ENSG00000199231.1,1,0,0,0,0,0,0,1,2,0,0,0
ENSG00000198597.8,3544,17833,192,86,10361,34774,11193,846,13856,8674,8497,5271
ENSG00000275810.1,6,4,8,2,0,6,11,2,2,3,2,0
ENSG00000183024.3,3,0,0,0,0,0,0,4,0,0,0,0
ENSG00000235560.3,163,341,215,336,537,437,282,122,141,167,213,135
ENSG00000229786.1,11,0,0,0,0,0,0,10,2,0,3,9
ENSG00000162039.15,0,0,0,12017,0,0,0,0,0,0,0,0
ENSG00000276632.1,2,0,0,0,0,0,0,8,1,0,7,3
ENSG00000283712.1,1,1,1,1,1,1,1,1,1,1,0,1
ENSG00000184517.11,752,922,610,2107,1503,3344,1544,1150,728,865,735,797
ENSG00000262155.1,17,331,137,38,33,107,300,87,199,111,96,139
ENSG00000200483.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250961.1,5,0,0,0,25,22,0,11,9,8,4,23
ENSG00000213726.5,3,0,0,0,0,1,0,0,0,0,0,2
ENSG00000273669.1,0,4,1,0,0,4,6,2,0,3,0,11
ENSG00000144452.14,17,11,18,12,0,8,15,56,5,0,5,30
ENSG00000100351.16,45,0,7,0,0,0,13,98,45,0,43,70
ENSG00000237226.1,5,2,6,11,27,6,10,7,0,10,2,0
ENSG00000200304.1,2,2,0,0,9,0,1,0,3,2,4,0
ENSG00000285085.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177301.14,1963,1118,3346,13,65,8489,1945,3469,608,603,413,210
ENSG00000211648.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260815.3,20,4,50,12,10,53,1,8,24,20,48,24
ENSG00000255435.6,10,75,0,22,21,24,23,11,18,11,0,61
ENSG00000252427.1,8,15,5,5,4,4,3,1,4,4,1,3
ENSG00000244662.1,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000213667.3,12,25,14,12,26,18,4,28,12,26,13,14
ENSG00000207115.1,0,0,0,0,0,0,0,3,0,0,0,1
ENSG00000285244.1,0,0,0,0,9,3,0,3,5,0,2,3
ENSG00000261482.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200605.1,2,0,0,1,0,0,0,1,0,0,2,2
ENSG00000176485.11,113,9,12,0,0,402,667,241,14,0,0,15
ENSG00000260809.1,0,0,27,0,0,0,0,16,24,18,0,0
ENSG00000201881.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206983.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000256571.1,39,34,50,18,32,46,61,26,0,26,0,15
ENSG00000207109.1,2,4,3,7,3,9,9,10,2,0,2,8
ENSG00000282973.1,1,0,0,0,0,0,1,1,0,0,0,2
ENSG00000252716.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000162510.5,69,15,7,0,25,16,39,77,41,7,31,26
ENSG00000207029.1,0,3,1,0,0,2,0,4,2,4,0,2
ENSG00000242771.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000206106.2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212498.1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000242999.3,19,18,23,8,22,23,29,15,20,8,25,19
ENSG00000144560.14,2084,4369,2271,7242,1948,13790,5399,3454,1982,3706,2272,3291
ENSG00000226945.1,5,7,3,18,71,9,16,1,1,16,5,13
ENSG00000265833.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000151689.12,247,292,72,171,314,566,137,96,131,147,103,146
ENSG00000207991.1,8,12,4,2,4,1,7,8,3,2,5,5
ENSG00000132478.9,2006,3851,1624,6722,4974,3820,2782,1635,4269,2928,1163,2509
ENSG00000252011.1,6,0,0,0,0,0,0,6,0,0,3,9
ENSG00000222303.1,2,0,0,0,0,0,0,6,1,0,0,1
ENSG00000283133.1,0,0,0,0,0,0,0,2,0,0,2,0
ENSG00000269514.1,21,131,3,13,0,87,65,98,27,20,21,81
ENSG00000271754.1,13,25,4,49,41,39,9,23,5,20,10,23
ENSG00000244513.6,0,28,8,11,38,29,0,27,26,19,249,42
ENSG00000112118.18,6137,8656,1953,20403,16369,24884,5134,4607,5438,14826,3098,9425
ENSG00000273544.1,78,12,67,424,59,83,2,31,3,226,59,46
ENSG00000234056.1,10,72,0,333,124,468,161,183,129,78,92,332
ENSG00000202252.1,20,8,1,671,1,94,6,1,2,43,7,13
ENSG00000238265.1,0,0,0,0,0,0,2,5,0,0,0,0
ENSG00000271762.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115084.13,2260,3323,2009,2424,3496,3557,3093,2210,2242,2298,2083,3101
ENSG00000242638.3,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000264932.3,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000078304.19,5143,3050,2740,7950,7221,7616,6165,3123,3049,3871,2377,6649
ENSG00000283025.1,0,0,0,0,0,0,0,21,3,0,8,0
ENSG00000236671.7,10,0,0,0,0,2,0,10,1,0,0,4
ENSG00000103876.12,44,37,31,162,72,29,36,43,16,27,8,71
ENSG00000212404.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000234262.1,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000254855.1,0,24,11,13,15,62,35,4,6,3,13,0
ENSG00000222983.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000227712.1,5,0,0,0,0,0,0,10,0,0,1,0
ENSG00000283123.1,1,0,0,0,0,0,0,9,0,0,8,1
ENSG00000229776.1,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198189.10,2200,2328,2022,6077,5370,6971,4033,1869,886,4289,914,2352
ENSG00000254976.1,0,0,0,0,0,0,3,9,0,0,2,9
ENSG00000224387.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166689.15,586,501,510,204,177,945,401,588,62,157,1067,794
ENSG00000267465.6,7,0,7,0,0,0,0,14,2,0,6,11
ENSG00000225871.2,21,31,32,45,37,42,19,20,17,29,15,53
ENSG00000264585.1,3,4,6,42,20,26,8,1,0,12,3,0
ENSG00000217408.2,0,0,3,0,0,0,0,1,0,0,2,0
ENSG00000222282.1,3,0,0,0,0,0,0,2,0,0,1,2
ENSG00000271649.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109689.15,1814,1922,639,2314,3949,5037,839,1503,857,2268,781,1320
ENSG00000262952.1,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000252945.1,1,0,0,0,0,0,0,3,0,0,2,0
ENSG00000236665.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253681.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189127.7,9,0,5,0,0,11,0,23,7,0,0,7
ENSG00000125967.16,1250,1212,637,2097,3661,1629,1814,642,696,1181,462,2196
ENSG00000207327.1,0,5,3,1,7,5,8,4,3,0,3,2
ENSG00000232039.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229619.3,305,39,157,59,251,280,176,234,103,306,42,216
ENSG00000187187.13,0,0,0,0,0,388,0,0,0,0,0,0
ENSG00000248365.3,2,0,0,2,0,0,0,0,0,0,4,0
ENSG00000272153.1,5,19,0,0,6,0,0,0,5,0,0,10
ENSG00000162104.9,1404,3128,817,1677,2849,1263,1938,852,1391,1941,1760,1060
ENSG00000197210.7,0,0,0,0,0,0,0,17,0,0,0,0
ENSG00000196576.14,11736,8083,6397,5362,11191,30247,27056,11967,12634,7904,4972,7989
ENSG00000240487.1,9,1,7,2,0,2,5,0,5,5,12,6
ENSG00000251798.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000105810.9,53205,33352,30792,13783,17206,53810,55532,17837,52015,7844,42230,63508
ENSG00000255287.1,6,0,0,0,0,0,0,5,4,0,5,11
ENSG00000268654.1,1,4,29,0,628,154,140,36,59,208,305,491
ENSG00000167657.13,827,1955,892,1379,2036,2607,1060,330,721,1446,439,1231
ENSG00000270002.1,0,0,0,0,0,0,0,27,0,0,4,13
ENSG00000258172.1,9,22,0,14,18,21,30,23,8,18,5,9
ENSG00000265251.1,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000160221.17,462,728,676,1513,1510,1186,658,323,401,965,382,1121
ENSG00000277568.1,9,7,6,6,14,10,3,5,8,11,9,18
ENSG00000265507.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000211455.7,847,743,1253,1723,1089,2923,784,1196,953,892,658,809
ENSG00000223732.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179348.11,71,0,7,10,69,0,3,37,0,7,12,37
ENSG00000257807.1,0,0,0,0,0,0,5,34,10,0,4,15
ENSG00000162419.12,1798,859,423,1925,2546,3308,1990,1020,577,837,1165,1428
ENSG00000266665.1,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255514.1,2,0,0,0,0,0,0,4,0,0,0,2
ENSG00000149541.9,1042,1382,746,2609,3153,3809,1266,378,280,1583,939,1254
ENSG00000176261.15,809,914,307,1339,1222,1641,714,236,440,761,451,589
ENSG00000248763.2,0,0,0,0,0,0,0,4,4,0,0,0
ENSG00000244706.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175065.11,2,0,0,0,3,1,0,13,12,0,17,13
ENSG00000111452.12,50,0,7,0,0,7,51,130,34,13,27,64
ENSG00000226632.1,6,45,20,19,8,53,33,23,36,7,14,32
ENSG00000172459.4,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000267490.1,8,10,0,0,10,0,0,3,0,0,0,7
ENSG00000175470.18,1340,2695,878,2706,3273,3546,2785,1002,1513,2481,1455,1967
ENSG00000234814.8,11,0,0,0,0,0,0,16,0,0,6,14
ENSG00000200259.1,0,1,1,1,1,1,1,1,1,1,1,1
ENSG00000234099.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000236532.5,25,0,7,0,11,0,17,42,23,11,7,29
ENSG00000241821.3,0,0,0,0,0,0,0,6,0,0,0,2
ENSG00000165861.13,1090,1698,982,1019,1012,2673,1444,1234,1182,788,947,1614
ENSG00000256393.1,545,285,313,3270,4598,1579,768,455,90,1381,208,528
ENSG00000235415.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170791.17,533,91,143,1382,2339,449,498,334,220,868,211,1492
ENSG00000196547.14,1319,3964,1534,2902,3605,2806,1493,1266,1716,2449,1470,2040
ENSG00000168356.11,41,90,21,27,16,20,18,34,98,28,68,25
ENSG00000153714.5,172,19,246,90,222,3805,1110,47,10,518,2410,26
ENSG00000207135.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266463.1,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000273765.1,0,13,4,4,7,6,8,12,13,14,3,30
ENSG00000227554.1,0,0,0,0,0,2,0,1,0,0,0,3
ENSG00000244593.1,12,9,5,41,98,29,14,31,0,40,11,9
ENSG00000069974.15,134,605,135,112,167,408,310,155,230,112,130,182
ENSG00000177432.7,694,677,608,624,3,2148,1896,480,566,810,607,647
ENSG00000279117.1,99,2464,988,43,951,149,994,63,702,1883,304,335
ENSG00000225924.2,0,0,0,0,0,0,0,6,7,0,8,25
ENSG00000136813.14,7931,9664,6190,48683,43634,10029,12625,2576,4347,20041,4650,13845
ENSG00000143401.14,6141,6191,2115,9434,8525,16283,6219,3835,4567,4076,6092,8911
ENSG00000112964.13,76,6,0,0,19,513,111,44,170,99,34,1435
ENSG00000185433.8,141,72,78,55,18,6,29,41,52,60,33,83
ENSG00000223817.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256630.1,3,0,0,0,0,0,0,13,0,0,0,4
ENSG00000123870.10,20,282,114,34,54,195,35,36,113,16,155,136
ENSG00000232044.6,96,128,1193,156,224,484,506,996,3125,395,793,349
ENSG00000170631.14,1124,941,516,1547,2117,2165,794,514,490,1235,493,1198
ENSG00000267723.1,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000269980.1,0,5,0,0,3,0,5,1,0,1,0,2
ENSG00000271140.1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000182993.3,187,1751,34,467,899,273,100,180,1005,287,216,449
ENSG00000284928.1,12,0,0,0,24,0,40,6,0,0,0,5
ENSG00000273734.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106648.13,9,0,4,0,0,0,0,25,2,0,2,3
ENSG00000265472.1,5,0,0,0,0,0,0,2,0,0,0,2
ENSG00000254017.1,5,24,11,10,8,33,25,3,18,16,5,16
ENSG00000252353.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146383.7,7,0,0,0,0,0,0,5,3,0,0,13
ENSG00000142583.17,40,0,0,7,15,0,50,57,22,21,11,17
ENSG00000243364.7,152,9,55,180,0,446,31,137,14,0,13,33
ENSG00000272839.1,5,0,0,0,0,0,0,3,2,0,2,0
ENSG00000222202.1,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000236554.1,18,5,3,11,8,33,11,12,0,3,0,18
ENSG00000270495.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000234553.1,0,0,0,0,0,0,0,15,0,0,0,0
ENSG00000239021.1,5,2,1,2,0,7,2,0,6,1,0,0
ENSG00000233884.1,0,0,0,4,29,0,0,0,0,0,0,0
ENSG00000242175.3,29,24,19,7,0,4,20,2,16,7,5,11
ENSG00000203805.10,14,428,0,8,0,1293,574,424,42,0,235,10
ENSG00000158716.8,105,235,264,372,350,380,323,96,11,541,47,297
ENSG00000265994.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183389.5,4,5,7,0,0,0,2,18,0,3,6,4
ENSG00000231272.1,8,0,11,0,38,56,35,41,57,0,0,34
ENSG00000263586.1,0,0,0,0,0,0,0,2,10,0,0,0
ENSG00000273471.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277744.1,8,76,27,2,36,33,34,28,89,27,34,109
ENSG00000232823.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139746.15,12849,7935,4255,10324,10652,9213,6145,8517,4332,10834,4876,9565
ENSG00000111305.18,12,3,27,12773,4518,8,5,227,7,3696,1356,31093
ENSG00000200966.1,0,0,0,0,0,0,0,11,2,0,0,0
ENSG00000226277.1,0,0,0,0,0,0,0,7,0,0,3,0
ENSG00000237672.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000185838.13,301,301,154,1163,742,519,341,104,244,239,133,236
ENSG00000282864.1,13,14,10,16,0,0,0,20,10,0,19,13
ENSG00000170633.16,1647,2669,1117,2869,2551,4225,2035,1702,1191,1868,1440,2186
ENSG00000261365.1,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000274551.1,0,0,0,0,0,0,0,0,0,0,15,0
ENSG00000265279.1,5,9,0,5,7,4,3,3,17,2,6,3
ENSG00000266750.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000148346.11,0,0,9,0,0,0,0,0,0,0,0,2
ENSG00000259804.1,19,164,57,103,56,97,110,31,76,56,54,69
ENSG00000150867.13,2654,8282,872,1352,3209,4093,1670,529,971,2238,2670,2782
ENSG00000210127.1,56,24,10,10,9,15,7,83,36,17,44,72
ENSG00000102524.11,54,12,15,3,9,24,56,118,10,15,48,20
ENSG00000237579.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242020.3,18,49,10,5,3,29,42,23,42,22,5,7
ENSG00000161850.2,0,0,0,0,0,0,0,18,0,0,0,11
ENSG00000143512.12,39,36,9,31,46,9,29,22,31,26,11,29
ENSG00000255481.2,0,11,0,0,3,0,0,13,0,10,0,1
ENSG00000258894.1,6,2,0,0,0,0,0,15,4,5,9,8
ENSG00000232578.4,16,2,3,6,9,16,7,33,19,20,8,18
ENSG00000177058.11,1113,1117,983,2504,2115,1618,1261,946,1423,1282,1011,2140
ENSG00000226794.1,2,0,0,0,0,0,0,5,0,8,0,3
ENSG00000251176.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271841.1,0,0,19,0,1,0,0,0,0,0,0,0
ENSG00000042493.15,14,0,11,0,29,5,138,28,10,21,6,26
ENSG00000167766.18,1076,9506,3136,1620,3346,4638,3554,2059,2229,5470,5338,3842
ENSG00000204514.9,239,2780,1327,2948,5113,2621,1834,377,273,1933,564,2902
